bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	Plot	NumberofPages	Published	Characters	Setting	Url
Anne of Green Gables	(Anne of Green Gables #1)	L.M. Montgomery	4.26	733348	23221	As soon as Anne Shirley arrives at the snug white farmhouse called Green Gables, she is sure she wants to stay forever . . . but will the Cuthberts send her back to to the orphanage? Anne knows she's not what they expected—a skinny girl with fiery red hair and a temper to match. If only she can convince them to let her stay, she'll try very hard not to keep rushing headlong into scrapes and blurting out the first thing that comes to her mind. Anne is not like anyone else, the Cuthberts agree; she is special—a girl with an enormous imagination. This orphan girl dreams of the day when she can call herself Anne of Green Gables.	320	May 6th 2003	Marilla Cuthbert, Matthew Cuthbert, Diana Barry, Gilbert Blythe, Rachel Lynde, Anne Shirley, Jane Andrews, Ruby Gillis, Josie Pye, Prissy Andrews, Mr. Phillips, Mrs. Allan	Avonlea, Prince Edward Island, Prince Edward Island	https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables
The Little Prince	NaN	Antoine de Saint-Exupéry	4.31	1377999	40148	A PBS Great American Read Top 100 PickFew stories are as widely read and as universally cherished by children and adults alike as The Little Prince. Richard Howard's translation of the beloved classic beautifully reflects Saint-Exupéry's unique and gifted style. Howard, an acclaimed poet and one of the preeminent translators of our time, has excelled in bringing the English text as close as possible to the French, in language, style, and most important, spirit. The artwork in this edition has been restored to match in detail and in color Saint-Exupéry's original artwork. Combining Richard Howard's translation with restored original art, this definitive English-language edition of The Little Prince will capture the hearts of readers of all ages.	93	June 29th 2000	Le Petit Prince, La rose, Le renard	NaN	https://www.goodreads.com/book/show/157993.The_Little_Prince
Charlotte's Web	NaN	E.B. White	4.18	1427023	18258	"This beloved book by E. B. White, author of Stuart Little and The Trumpet of the Swan, is a classic of children's literature that is ""just about perfect."" This high-quality paperback features vibrant illustrations colorized by Rosemary Wells!Some Pig. Humble. Radiant. These are the words in Charlotte's Web, high up in Zuckerman's barn. Charlotte's spiderweb tells of her feelings for a little pig named Wilbur, who simply wants a friend. They also express the love of a girl named Fern, who saved Wilbur's life when he was born the runt of his litter.E. B. White's Newbery Honor Book is a tender novel of friendship, love, life, and death that will continue to be enjoyed by generations to come. This edition contains newly color illustrations by Garth Williams, the acclaimed illustrator of E. B. White's Stuart Little and Laura Ingalls Wilder's Little House series, among many other books."	184	October 1st 2001	Fern, Avery, Charlotte, Wilbur, Templeton	United States of America	https://www.goodreads.com/book/show/24178.Charlotte_s_Web
Of Mice and Men	NaN	John Steinbeck	3.88	1952170	34511	The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream -- a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, Of Mice and Men has proved one of Steinbeck’s most popular works, achieving success as a novel, a Broadway play and three acclaimed films.	103	January 8th 2002	George Milton, Lennie Small, Candy, Curley, Curley's Wife, Slim, Crooks, Whit, Carlson	Salinas Valley, California, California	https://www.goodreads.com/book/show/890.Of_Mice_and_Men
The Time Traveler's Wife	NaN	Audrey Niffenegger	3.98	1580652	47390	A funny, often poignant tale of boy meets girl with a twist: what if one of them couldn't stop slipping in and out of time? Highly original and imaginative, this debut novel raises questions about life, love, and the effects of time on relationships.Audrey Niffenegger’s innovative debut, The Time Traveler’s Wife, is the story of Clare, a beautiful art student, and Henry, an adventuresome librarian, who have known each other since Clare was six and Henry was thirty-six, and were married when Clare was twenty-three and Henry thirty-one. Impossible but true, because Henry is one of the first people diagnosed with Chrono-Displacement Disorder: periodically his genetic clock resets and he finds himself misplaced in time, pulled to moments of emotional gravity in his life, past and future. His disappearances are spontaneous, his experiences unpredictable, alternately harrowing and amusing. The Time Traveler’s Wife depicts the effects of time travel on Henry and Clare’s marriage and their passionate love for each other as the story unfolds from both points of view. Clare and Henry attempt to live normal lives, pursuing familiar goals—steady jobs, good friends, children of their own. All of this is threatened by something they can neither prevent nor control, making their story intensely moving and entirely unforgettable.	500	September 23rd 2013	Henry DeTamble, Clare Abshire, Gomez, Charisse, Richard DeTamble, Alicia Abshire, Mark Abshire, Philip Abshire, Lucille Abshire, Mrs. Kim, Alba DeTamble, Ingrid Carmichael, Celia Attley, Dr. David Kendrick	Chicago, Illinois, Illinois	https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife
Dracula	(Dracula #1)	Bram Stoker	4.00	947386	26661	"You can find an alternative cover edition for this ISBN here and here.A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest,"" the original opening chapter to Dracula. Reviews and Reactions reprints five early reviews of the novel. ""Dramatic and Film Variations"" focuses on theater and film adaptations of Dracula, two indications of the novel's unwavering appeal. David J. Skal, Gregory A. Waller, and Nina Auerbach offer their varied perspectives. Checklists of both dramatic and film adaptations are included.Criticism collects seven theoretical interpretations of Dracula by Phyllis A. Roth, Carol A. Senf, Franco Moretti, Christopher Craft, Bram Dijkstra, Stephen D. Arata, and Talia Schaffer.A Chronology and a Selected Bibliography are included."	488	May 12th 1986	Jonathan Harker, Lucy Westenra, Abraham Van Helsing, John Seward, Quincey Morris, Arthur Holmwood (later Lord Godalming), R.M. Renfield, Mina Harker, Quincey Harker, Peter Hawkins, Samuel F. Billington, Herr Leutner, Mr. Swales, Mr. Westenra, Mrs. Westenra, Lord Godalming (elder), Patrick Hennessey, Thomas Bilder, Sister Agatha (Dracula), Dr. Vincent, Thomas Snelling, Joseph Smollett, Sam Bloxam, Billington Junior, Attendant Hardy, Captain of the Demeter, Abramoff (Demeter Crew), Olgaren (Demeter Crew), Mate of the Demeter (Roumanian), Second Mate of the Demeter, Rufus Smith, Mr. Mackenzie, Mr. Steinkoff, Captain Donelson, Immanuel Hildesheim, Petrof Skinsky, Lady Godalming, Mrs. Seward, Dracula	Transylvania, Budapest, Whitby, Yorkshire, England, London, England	https://www.goodreads.com/book/show/17245.Dracula
Brave New World	NaN	Aldous Huxley	3.99	1450080	30803	Brave New World is a dystopian novel by English author Aldous Huxley, written in 1931 and published in 1932. Largely set in a futuristic World State, inhabited by genetically modified citizens and an intelligence-based social hierarchy, the novel anticipates huge scientific advancements in reproductive technology, sleep-learning, psychological manipulation and classical conditioning that are combined to make a dystopian society which is challenged by only a single individual: the story's protagonist.	288	September 1st 1998	John (Brave New World), Bernard Marx, Lenina Crowne, Helmholtz Watson, Mustapha Mond, The Warden, Pope, Linda (Brave New World), Fanny Crowne, The Director, The Arch-Community Songster	New Mexico, London, England	https://www.goodreads.com/book/show/5129.Brave_New_World
Pride and Prejudice	NaN	Jane Austen	4.26	3020407	67870	"Alternate cover edition of ISBN 9780679783268Since its immediate success in 1813, Pride and Prejudice has remained one of the most popular novels in the English language. Jane Austen called this brilliant work ""her own darling child"" and its vivacious heroine, Elizabeth Bennet, ""as delightful a creature as ever appeared in print."" The romantic clash between the opinionated Elizabeth and her proud beau, Mr. Darcy, is a splendid performance of civilized sparring. And Jane Austen's radiant wit sparkles as her characters dance a delicate quadrille of flirtation and intrigue, making this book the most superb comedy of manners of Regency England."	279	October 10th 2000	Mr. Bennet, Mrs. Bennet, Jane Bennet, Elizabeth Bennet, Mary Bennet, Kitty Bennet, Lydia Bennet, Louisa Hurst, Caroline Bingley, Fitzwilliam Darcy, Georgiana Darcy, Lady Catherine de Bourgh, Anne de Bourgh, Colonel Fitzwilliam, Mr. Gardiner, Mrs. Gardiner, Sir William Lucas, Lady Lucas, Charlotte Lucas, Maria Lucas, Mr. Darcy, Charles Bingley, George Wickham, Mr. William Collins	United Kingdom, Derbyshire, England, England, Hertfordshire, England	https://www.goodreads.com/book/show/1885.Pride_and_Prejudice
One Hundred Years of Solitude	NaN	Gabriel García Márquez	4.08	758368	30926	"The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism."""	417	June 24th 2003	Úrsula Iguarán, Remedios Moscote, Remedios, la bella, Fernanda del Carpio, Aureliano Buendía, José Arcadio Buendía, Amaranta Buendía, Amaranta Úrsula Buendía, Aureliano Babilonia, José Arcadio Segundo, Aureliano Segundo, Aureliano José, Pilar Ternera, Rebeca Buendía, Santa Sofía de la Piedad, Arcadio Buendía, José Arcadio Buendía, hijo, Meme Buendía, Petra Cotes, Pietro Crespi, Melquiades	Macondo	https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude
The Catcher in the Rye	NaN	J.D. Salinger	3.81	2751083	57902	The hero-narrator of The Catcher in the Rye is an ancient child of sixteen, a native New Yorker named Holden Caulfield. Through circumstances that tend to preclude adult, secondhand description, he leaves his prep school in Pennsylvania and goes underground in New York City for three days. The boy himself is at once too simple and too complex for us to make any final comment about him or his story. Perhaps the safest thing we can say about Holden is that he was born in the world not just strongly attracted to beauty but, almost, hopelessly impaled on it. There are many voices in this novel: children's voices, adult voices, underground voices-but Holden's voice is the most eloquent of all. Transcending his own vernacular, yet remaining marvelously faithful to it, he issues a perfectly articulated cry of mixed pain and pleasure. However, like most lovers and clowns and poets of the higher orders, he keeps most of the pain to, and for, himself. The pleasure he gives away, or sets aside, with all his heart. It is there for the reader who can handle it to keep. J.D. Salinger's classic novel of teenage angst and rebellion was first published in 1951. The novel was included on Time's 2005 list of the 100 best English-language novels written since 1923. It was named by Modern Library and its readers as one of the 100 best English-language novels of the 20th century. It has been frequently challenged in the court for its liberal use of profanity and portrayal of sexuality and in the 1950's and 60's it was the novel that every teenage boy wants to read.	277	January 30th 2001	Holden Caulfield, Robert Ackley, Stradlater, Phoebe Caulfield, Allie Caulfield, D.B Caulfield, Sally Hayes, Holden Caufield, Robert Ackley, Stradlater, Phoebe Caulfield, Allie Caulfield, D.B Caulfield, Sally Hayes	New York City, New York, Agerstown, Pennsylvania	https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye
